Unnamed: 0,series_name,director_name,genre,ratings,performers,ott_platform
1171,Little Things Season 4,Ruchir Arun,"2021, 8 Episodes",3.7,"Mithila Palkar, Dhruv Sehgal",Netflix
1172,Tabbar,Ajitpal Singh,"2021, 8 Episodes",4.5,"Pawan Malhotra, Supriya Pathak, Ranvir Shorey, Gagan Arora, Sahil Mehta",SonyLIV
1173,You Season 3,"Silver Tree, John Stuart Scott, Pete Chatmon, Sasha Alexander","2021, 10 Episodes",3.5,"Penn Badgley, Victoria Pedretti, Ambyr Childers, Elizabeth Lail, James Scully, Saffron Burrows, Tati Gabrielle, Carmela Zumbado, Jack Fisher, Magda Apanowicz, Aidan Wallace, Kim Shaw, Mathew Trent Hunnicutt, Marcia Cross, Michaela McManus, Billy Lush, Cameron Radice, Ayelet Zurer, Noah Kaye Bentley, Terryn Westbrook, Jackson Gann, Danny Watters, Michael Eshaun York, Shalita Grant, Scott Speedman, Dylan Arnold, Ben Mehl, Travis Van Winkle",Netflix
1178,House of Secrets: The Burari Deaths,"Leena Yadav, Anubhav Chopra","2021, 3 Episodes",3.3,Not decided,Netflix
1179,Bigg Boss Season 15,No description available,"2021, 121 Episodes",5,"Salman Khan (host), Jay Bhanushali, Umar Riaz, Tejasswi Prakash, Karan Kundrra, Vidhi Pandya, Donal Bisht, Vishal Kotian, Afsana Khan, Simba Nagpal, Sahil Shroff, Akasa Singh, Ieshaan Sehgaal, Pratik Sehajpal, Shamita Shetty, Nishant Bhat",JioCinema
1183,Ek Thi Begum Season 2,"Sachin Darekar, Jai Tank","2021, 12 Episodes",3.1,"Anuja Sathe, Ankit Mohan, Chinmay Mandlekar, Rajendra Shisatkar, Abhijeet Chavan",MX Player
1186,Family Guy Season 20,"Steve Robertson, Greg Colton, Mike Kim, John Holmquist, Brian Iles, Jerry Langford, Joseph Lee, Julius Wu, Joe Vaux, Mike Kim, Brian Iles, Greg Colton, John Holmquist, Steve Robertson","2021, 17 Episodes",5,"Seth MacFarlane, Alex Borstein, Seth Green, Mila Kunis, Patrick Warburton, Arif Zahir",Disney+ Hotstar
1190,Foundation Season 1,"Rupert Sanders, Andrew Bernstein, Alex Graves, Jennifer Phang, Roxann Dawson, David S. Goyer","2021, 10 Episodes",4.7,"Jared Harris, Lee Pace, Lou Llobell, Leah Harvey, Laura Birn, Terrence Mann, Chipo Chung, Cassian Bilton",Apple TV+
1191,Kota Factory Season 2,Raghav Subbu,"2021, 5 Episodes",3.4,"Mayur More, Ranjan Raj, Alam Khan, Alam Khan, Jitendra Kumar, Revathi Pillai, Urvi Singh, Ahsaas Channa",Netflix
1192,Star Wars: Visions Season 1,"Takanobu Mizuno, Taku Kimura, Hiroyuki Imaishi, Hitoshi Haga, Kenji Kamiyama, Abel Góngora, Masahiko Otsuka, Yuki Igarashi, Eunyoung Choi","2021, 9 Episodes",4,"Masaki Terasoma, Akeno Watanabe, Brian Tee, Lucy Liu, Hiroyuki Yoshino, Joseph Gordon-Levitt, Temuera Morrison, Junya Enoki, Neil Patrick Harris, Ryoko Shiraishi, Alison Brie, Asami Seto, Karen Fukuhara, Chinatsu Akasaki, Kimiko Glenn, Tsutomu Isobe, Kyle Chandler, Takaya Hashi, David Harbour, Seiran Kobayashi, Anna Cathcart, Yū Miyazaki, Henry Golding, Lynn, Jamie Chung, Chō, George Takei",Disney+ Hotstar
1196,Sex Education Season 3,"Ben Taylor, Runyararo Mapfumo","2021, 8 Episodes",3.2,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie, Mimi Keene, Aimee Lou Wood, Chaneil Kular, Simone Ashley, Tanya Reynolds, Mikael Persbrandt, Patricia Allison, Rakhee Thakrar, Jim Howick, Samantha Spiro, Jemima Kirke, Anne-Marie",Netflix
1197,Squid Game Season 1,Hwang Dong-hyuk,"2021, 9 Episodes",3.8,"Lee Jung-jae, Park Hae-soo, Wi Ha-joon, Jung Ho-yeon, O Yeong-su, Heo Sung-tae, Anupam Tripathi, Kim Joo-ryoung",Netflix
1200,Y: The Last Man Season 1,"Louise Friedberg, Daisy von Scherler Mayer, Destiny Ekaragha, Mairzee Almas, Lauren Wolkstein, Karena Evans, Cheryl Dunye","2021, 10 Episodes",4.3,"Diane Lane, Ashley Romans, Ben Schnetzer, Olivia Thirlby, Juliana Canfield, Elliot Fletcher, Marin Ireland, Amber Tamblyn, Diana Bang",Disney+ Hotstar
1201,Lucifer Season 6,"Sherwin Shilati, Kevin Alejandro, DB Woodside, Nathan Hope, Claudia Yarmy, Lisa Demaine, Richard Speight Jr.","2021, 10 Episodes",4.8,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Rachael Harris, Aimee Garcia, Scarlett Estevez, Tricia Helfer, Inbar Lavi, Brianna Hildebrand, Scott Porter, Genevieve Gauss, Dennis Haysbert, Phil Kruse, Merrin Dungey, Rob Benedict, John Pankow, Miles Burris, Matt Corboy, Patrick Fabian, Roze JC Zepeda, Christopher Boyer, Kevin Douglas",Netflix
1202,Potluck Season 1,Rajshree Ojha,"2021, 8 Episodes",4.5,"Cyrus Sahukar, Kitu Gidwani, Ira Dubey, Harman Singha, Sonu Saini, Saloni Khanna, Jatin Sial, Siddhant Karnick, Aradhya Ajana, Aarvi Rana, Aarav Rana, Himanshu Sharma, Shikha Talsania",SonyLIV
1203,Mumbai Diaries 26/11,Nikkhil Advani,"2021, 8 Episodes",3.4,"Mohit Raina, Konkona Sen Sharma, Shreya Dhanwanthary, Mrunmayee Deshpande, Natasha Bharadwaj, Satyajeet Dubey, Tina Desai, Prakash Belawadi, Pushkaraj Chirputkar, Balaji Gauri",Prime Video
1204,Candy,Ashish R. Shukla,"2021, 8 Episodes",4.5,"Ronit Roy, Richa Chadha, Manu Rishi Chadha, Gopal Datt, Nakul Roshan Sahdev, Riddhi Kumar, Sonal Panvar, Mihir Ahuja, Ayesha Kaduskar, Raj Sharma, Shivangi Singh, Bodhisattva Sharma, Akash Mahamana, Prasanna Bisht, Durgesh Kumar, Mikhael Kantroo, Anju Alva Naik, Abbas Ali Ghaznavi",JioCinema
1205,"Doogie Kamealoha, M.D. Season 1","Jake Kasdan, Erin O'Malley, Jesse Bochco, Randall Park, Sean Kavanagh, Gina Rodriguez","2021, 10 Episodes",2.4,"Peyton Elizabeth Lee, Wes Tian, Jeffrey Bowyer-Chapman, Emma Meisel, Matthew Sato, Mapuana Makia, Kathleen Rose Perkins, Jason Scott Lee, Ronny Chieng, Alex Aiono, Tinpo Lee",Disney+ Hotstar
1208,Money Heist Season 5,"Jesus Colmenar, Kolda Serra, Álex Rodrigo","2021, 10 Episodes",3.4,"Úrsula Corberó, Álvaro Morte, Itziar Ituño, Pedro Alonso, Paco Tous, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Enrique Arce, María Pedraza, Darko Perić, Darko Perić, Kiti Mánver, Hovik Keuchkerian, Luka Peroš, Belén Cuesta, Fernando Cayo, Rodrigo de la Serna, Najwa Nimri",Netflix
1214,See Season 2,"Simon Cellan-Jones, Frederick E.O. Toye, Anders Engström","2021, 16 Episodes",3,"Jason Momoa, Sylvia Hoeks, Hera Hilmar, Christian Camargo, Archie Madekwe, Nesta Cooper, Yadira Guevara-Prip, Alfre Woodard, Eden Epstein, Olivia Cheng, Hoon Lee, Tom Mison, Dave Bautista",Apple TV+
1215,The Empire Season 1,Mitakshara Kumar,"2021, 8 Episodes",3.5,"Shabana Azmi, Kunal Kapoor, Drashti Dhami, Dino Morea, Aditya Seal, Sahher Bambba, Rahul Dev",Disney+ Hotstar
1217,Cartel,No description available,"2021, 14 Episodes",5,"Tanuj Virwani, Supriya Pathak, Rithvik Dhanjani, Divya Agarwal, Jitendra Joshi, Monica Dogra, Samir Soni, Shubhrajyoti Barat, Sushrii Mishra, Tannishtha Chatterjee, Girija Oak, Pranati Rai Prak, Aditi V, Mayur More, Gaurav Sharma, Kannan Arunachalam, Amey Wagh, Sanaya Pithawalla, Mrinal Dutt, Krishna Kaul, Anil George, Ashwath Bhatt, Mrinal Das",ALTT (ALTBalaji)
1221,Star Trek: Lower Decks Season 2,"Jason Zurek, Kim Arndt, Bob Suarez","2021, 10 Episodes",0.5,"Tawny Newsome, Jack Quaid, Noël Wells, Eugene Cordero, Dawnn Lewis, Jerry O'Connell, Fred Tatasciore, Gillian Vigman",Prime Video
1224,What If…? Season 1,Bryan Andrews,"2021, 9 Episodes",3.5,"Jeffrey Wright, Samuel L. Jackson, Chadwick Boseman, Mick Wingert",Disney+ Hotstar
1225,Balika Vadhu Season 2,Rahul Agarwal,2021,4.5,"Shivangi Joshi, Shreya Patel, Randeep Rai, Krish Chauhan, Samridh Bawa, Vansh Sayani",Voot
1228,The Legend of Hanuman Season 2,"Jeevan J. Kang, Navin John","2021, 13 Episodes",3.2,Not decided,Disney+ Hotstar
1229,City of Dreams Season 2,Nagesh Kukunoor,"2021, 10 Episodes",3.6,"Priya Bapat, Siddharth Chandekar, Eijaz Khan, Atul Kulkarni, Sushant Singh, Dev, Vishw, Sandeep Kulkarni, Rakesh Dubey, Uday Tikekar, Amrita Bagchi, Sachin Pilgaonkar, Shishir Sharma, Flora Saini, Ivan Sylvester Rodrigues|Ivan Rodrigues, Geetika Tyagi, Rio Kapadia, Saurabh Goyal, Pavleen Gujral, Lekha Prajapati, Adinath Kothare, Divya Seth, Ankur Rathee, Vibhawari Deshpande, Gauransh Chauhan, Atisha Naik, Sajjad Khan, Shriyam Bhagnani",Disney+ Hotstar
1232,Chutzpah Season 1,Simarpreet Singh,"2021, 7 Episodes",0.5,"Tanya Maniktala, Elnaaz Norouzi, Varun Sharma, Manjot Singh, Diksha Singh, Gautam Mehra, A, Kshitij Chauhan, Varun Tewari, Pranali Rathod, Komal Singh, Christopher Ramirez, Ashwin Kaushal, Rachel Mullience, Preeti Kocchar, Babla Kocchar",SonyLIV
1233,Feels Like Ishq Season 1,"Ruchir Arun, Tahira Kashyap Khurrana, Ashima Chibber, Anand Tiwari, Danish Aslam, Jaydeep Sarkar, Sachin Kundalkar","2021, 6 Episodes",2.5,"Radhika Madan, Amol Parashar, Kajol Chugh, Mihir Ahuja, Kymsleen Kholie, Bhavesh Babani, Simran Jehani, Rohit Saraf, Sanjeeta Bhattacharya, Saba Azad, Tanya Maniktala, Skand Thakur, Zayn Marie Khan, Neeraj Madhav",Netflix
1235,Ted Lasso Season 2,"Declan Lowney, Ezra Edelman, Erica Dunton, Matt Lipsey, Sam Jones, MJ Delaney","2021, 12 Episodes",4.5,"Jason Sudeikis, Hannah Waddingham, Jeremy Swift, Phil Dunster, Brett Goldstein, Brendan Hunt, Nick Mohammed, Juno Temple, Sarah Niles",Apple TV+
1236,Hostel Daze Season 2,"Raghav Subbu, Amir Musanna, Sangram Naiksatam","2021, 4 Episodes",3.3,"Nikhil Vijay, Ahsaas Channa, Shubham Gaur, Adarsh Gourav, Luv Vispute",Prime Video
1239,Never Have I Ever Season 2,No description available,"2021, 10 Episodes",2.8,"Maitreyi Ramakrishnan, Poorna Jagannathan, Richa Moorjani, Darren Barnet, Jaren Lewison, John McEnroe, Helen Hong, Ramona Young, Lee Rodriguez",Netflix
1249,Ray,"Srijit Mukherji, Abhishek Chaubey, Vasan Bala","2021, 4 Episodes",3.7,"Manoj Bajpayee, Gajraj Rao, Ali Fazal, Shweta Basu Prasad, Anindita Bose, Shruthy Menon, Kay Menon, Bidita Bag, Dibyendu Bhattacharya, Harshvardhan Kapoor, Radhika Madan, Chandan Roy Sanyal",Netflix
1251,Sex/Life Season 1,"Patricia Rozema, Jessika Borsiczky, Samira Radsi, Sheree Folkson","2021, 8 Episodes",4.3,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette, Phoenix Reich, Jonathan Sadowski, Li Jun Li, Amber Goldfarb, Meghan Heffern, Joyce Rivera",Netflix
1253,Grahan,Ranjan Chandel,"2021, 8 Episodes",3,"Pawan Malhotra, Anshumaan Pushkar, Zoya Hussain, Wamiqa Gabbi, Donny Kapoor, Teekam Joshi, Sahidur Rahman, Abhinav Pateriya, Namrata Varshney, Shreedhar Dubey, Nandish Singh, Sudhanva Deshpande, Satyakam Anand, Abh, Abhishek Tripathi, Sukhvinder Chahal, Aarya Sharma, Raj Sharma, Anil R, Saharsh Kumar Shukla, Neelu Dogra, Vijay Shukla, Anshuman Rawat, Bulloo Kumar, Sachin Mishra, Neelu Dogra",Disney+ Hotstar
1254,Too Hot to Handle Season 2,No description available,"2021, 10 Episodes",4.8,"Desiree Burch (Narrator), Carly Lawrence, Emily Miller, Cam Holmes, Melinda Melrose, Marvin Anthony, Chase de Moor, Nathan Webb, Larissa Trownson, Tabitha Cliftt, Christina Carmela, Peter Vigilante, Kayla Carter, Elle Monae, Robert Van Tromp, Joey Joy",Netflix
1256,Elite Season 4,"Eduardo Chapero-Jackson, Ginesta Guindal","2021, 8 Episodes",5,"Itzan Escamilla, María Pedraza, Ester Expósito, Miguel Herrán, Jaime Lorente, Álvaro Rico, Arón Piper, Mina El Hammani, Miguel Bernardeau, Omar Ayuso, Danna Paola, Jorge López, Claudia Salas, Georgina Amorós, Sergio Momo, Leïti Sène, Jorge Clemente, Carla Díaz, Martina Cariddi, Manu Ríos, Pol Granch, Andrés Velencoso, Diego Martín, Àlex Monner, Celia Sastre, Rachel Lascar, Iván Pellicer, Junior Mbengani, Xóan Fórneas",Netflix
1263,Sunflower Season 1,"Vikas Bahl, Rahul Sengupta","2021, 8 Episodes",4.8,"Sunil Grover, Ranvir Shorey, Girish Kulkarni, Mukul Chadda, Radha Bhatt, Ashish Vidyarthi, Ashwin Kaushal, Ria Nalavade, Shonali Nagrani, Sonal Jha, Nirvair Bhan, Sameer Khakhar, Sal Yusuf, Saloni Khanna, Annapurna Soni, Dayana Erappa, Pallavi D, Ajay-Atul, Simran Nerurkar, Aarav Chowdhary",Zee5
1264,Indori Ishq,Samit Kakkad,"2021, 9 Episodes",2.6,"Ritvik Sahore, Vedika Bhandari, Aashay Kulkarni, Dona Munshi",MX Player
1265,Loki Season 1,Kate Herron,"2021, 6 Episodes",3.7,"Tom Hiddleston, Gugu Mbatha-Raw, Wunmi Mosaku, Eugene Cordero, Tara Strong, Owen Wilson, Sophia Di Martino, Sasha Lane, Jack Veal, DeObia Oparei, Richard E. Grant, Jonathan Majors",Disney+ Hotstar
1268,The Family Man Season 2,"Raj Nidimoru, Krishna D.K.","2021, 9 Episodes",3.3,"Manoj Bajpayee, Priyamani, Samantha Akkineni, Sharib Hashmi, Neeraj Madhav, Pawan Chopra, Kishore, Kishore Kumar G., Sharad Kelkar, Devadarshini, Gul Panag, Shreya Dhanwanthary, Sundeep Kishan, Sanyukta Timsina, Sunny Hinduja, Abhay Verma, Shahab Ali, Ashlesha Thakur, Vedant Sinha, Aritro Rudraneil Banerjee",Prime Video
1270,Broken But Beautiful Season 3,"Santosh Singh, Harsh Dedhia, Priyanka Ghose","2021, 10 Episodes",3.5,"Sonia Rathee, Sidharth Shukla",ALTT (ALTBalaji)
1272,Maharani,Karan Sharma,"2021, 10 Episodes",3.2,"Huma Qureshi, Sohum Shah",SonyLIV
1273,Friends: The Reunion,"Ben Winston, Russell Norman",2021,0.5,"Courtney Cox, Jennifer Aniston, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",Zee5
1283,The Last Hour,No description available,"2021, 8 Episodes",3.8,"Sanjay Kapoor, Karma Takapa, Shahana Goswami, Raima Sen, Clifford Liu, Robin Tamang, Tenzein Choden, Shaylee Krishen, Mandakini Goswami, Vivek Pradhan, Jatin Payeng, Bisharanjan Sapam, Chien Ho Liao, Lapchen Lepcha, Shivangi Kumar, Edwin Rai, Kiki Lhamu Bhutia, Biru Tamang, D.K Lepcha, Lanuakum Ao Younita Pandey",Prime Video
1284,The Underground Railroad,Barry Jenkins,"2021, 10 Episodes",5,"Thuso Mbedu, Chase Dillon, Joel Edgerton, Fred Hechinger, Peter Mullan, Mychal-Bella Bowman, Sheila Atim",Prime Video
1290,Star Wars: The Bad Batch Season 1,"Steward Lee, Saul Ruiz, and Nathaniel Villanueva, Steward Lee, Nathaniel Villanueva, Saul Ruiz, Brad Rau and Nathaniel Villanueva","2021, 16 Episodes",2.3,"Dee Bradley Baker, Michelle Ang, Ming-Na Wen, Noshir Dalal, Liam O'Brien, Rhea Perlman, Sam Riegel, Bob Bergen, Gwendoline Yeo, Ben Diskin, Corey Burton, Matthew Wood, Tina Huang, Ness Bautista, Daheli Hall, Stephen Stanton, Robin Atkin Downes, Ferelith Young",Disney+ Hotstar
1291,Out of Love Season 2,"Tigmanshu Dhulia, Aijaz Khan, Oni Sen","2021, 5 Episodes",3.4,"Rasika Dugal, Purab Kohli, Meenakshi Chaudhary, Soni Razdan",Disney+ Hotstar
1293,The Mosquito Coast Season 1,"Rupert Wyatt, Jeremy Podeswa, Natalia Beristain, Tinge Krishnan, Clare Kilner","2021, 7 Episodes",1.5,"Justin Theroux, Melissa George, Logan Polish, Gabriel Bateman, Ian Hart, Natalia Cordova-Buckley, Ariyon Bakare",Apple TV+
1295,Kathmandu Connection Season 1,Sachin Pathak,"2021, 6 Episodes",2.6,"Amit Sial, Gopal Dutt, Anurag Arora, Sonu Saini, Anshuman Pushkar, Aksha Pardasany",SonyLIV
1297,Hello Mini Season 3,Arjun Srivastava,"2021, 10 Episodes",2.5,"Anuja Joshi, Mrinal Dutt, Anshul Pandey, Vineet Sharma, Darshana Banik, Abhinav Sharma, Suchitra Pillai, Vibhav Roy, Nirisha Basnett, Vikrant Koul, Summer Jacobs, Tanvi Shinde",MX Player
1303,Aspirants,No description available,"2021, 5 Episodes",4.3,"Naveen Kasturia, Shivankit Singh Parihar, Abhilash Thapliyal, Sunny Hinduja, Namita Dubey, Kuljeet Singh",TVFPlay
1311,OK Computer Season 1,"Pooja Shetty, Neil Pagedar","2021, 6 Episodes",4.5,"Vijay Varma, Radhika Apte, Kani Kusruti, Jackie Shroff",Disney+ Hotstar
1312,Project 9191,Subbu,"2021, 7 Episodes",2.6,"Abhishekh Khan, Trishna Mukherjee, Vaibhav Tatwawadi, Kappil Shah, Sandeep Kumaar, Lekha Prajapati, Satyen Chaturvedi",SonyLIV
1314,DOTA: Dragon’s Blood Season 1,"Park So Young, Kim Eui Jeong","2021, 8 Episodes",4.5,"Yuri Lowenthal, Lara Pulver, Tony Todd, Troy Baker, Josh Keaton, Kari Wahlgren, Alix Wilton Regan, Freya Tingley, Stephanie Jacobsen, Anson Mount, JB Blanc",Netflix
1318,The Falcon and the Winter Soldier,Kari Skogland,"2021, 6 Episodes",2.4,"Sebastian Stan, Anthony Mackie, Wyatt Russell, Erin Kellyman, Danny Ramirez, Georges St-Pierre, Adepero Oduye, Don Cheadle, Daniel Brühl, Emily VanCamp, Florence Kasumba, Julia Louis-Dreyfus",Disney+ Hotstar
1320,Chakravyuh - An Inspector Virkar Crime Thriller,Sajit Warrier,"2021, 8 Episodes",4.5,"Prateik Babbar, Simran Mundi, Ruhi Singh, Ashish Vidyarthi, Shiv Panditt, Gopal Dutt, Asif Basra",MX Player
1321,Love J Action,Saurabh Tewari,"2021, 6 Episodes",2.8,"Anud Singh Dhaka, Kangan Baruah Nangia, Puru Chibber, Rohit Choudhary, Neeraj Sood, Alka Amin",SonyLIV
1322,Marvel Studios: Assembled,Bradford Baruh,"2021, 6 Episodes",4.5,Not decided,Disney+ Hotstar
1325,Bombay Begums Season 1,Alankrita ShrivastavaBornila Chatterjee,"2021, 6 Episodes",3.2,"Pooja Bhatt, Shahana Goswami, Amruta Subhash, Plabita Borthakur, Aadhya Anand",Netflix
1326,The Married Woman Season 1,Sahir Raza,"2021, 11 Episodes",3.2,"Ridhi Dogra, Monica Dogra, Suhaas Ahuja, Imaaduddin Shah",ALTT (ALTBalaji)
1327,Pacific Rim: The Black Season 1,"Hiroyuki Hayashi, Jae-hong Kim","2021, 7 Episodes",4.5,"Calum Worthy, Cole Keriazakos, Gideon Adlon, Camryn Jones, Erica Lindbeck",Netflix
1329,1962: The War in the Hills,Mahesh Manjrekar,"2021, 10 Episodes",2.5,"Abhay Deol, Sumeet Vy, Ak, Mahie Gill, Hemal Ingle, Pooja Sawant, Rohan Gandotra, Vineet Sharma, Jay Parab, Satya Manjrekar, Sanjay Dadich, Prem Dharmadhikari (child), Meiyang Chang, Bijou Thaangjam, Liao Meng Chi, Pawandeep Rajan, Divyansh Mishra, Anup Soni, Karim Hajee, Rochelle Rao, Jaideep Singh Sehmbi, Diganta Hazarika, Pallavi Kulkarni, Sammaera Jaiswal, Pawandeep Rajan, Arif Zakaria, Medha Manjrekar, Shiv Subramaniam, Shivrampr, Geetika Vidya Ohlyan, Kishor Nandalskar",Disney+ Hotstar
1330,Hello Mini Season 2,Arjun Srivastava,"2021, 10 Episodes",3.6,"Anuja Joshi, Mrinal Dutt, Anshul Pandey, Priya Banerjee, Gaurav Chopra, Anjuman Saxena, Vineet Sharma, Darshana Banik, Abhinav Sharma, Ambika Nayak, Summer Jacobs",MX Player
1332,Dev DD Season 2,Ken Ghosh,"2021, 17 Episodes",4.3,"Sanjay Suri, Asheema Vardaan, Aman Uppal, Nauheed Contractor, Rashmi Agdekar, Rumana Molla, Suneel Sinha, Deepika Amin, Satyajit Sharma",ALTT (ALTBalaji)
1334,Girls Hostel Season 2,No description available,"2021, 5 Episodes",3,"Srishti Shrivastava, Parul Gulati, Ahsaas Channa, Simran Natekar, Trupti Khamkar, Khushbu Baid, Shreya Mehta, Durin Das, Gagan Arora, Shilpa Sinha, Jayati Bhatia, Barkha Fatnani, Minal Tidake",SonyLIV
1337,Crashh,Kushal Zaveri,"2021, 10 Episodes",2.8,"Zain Imam, Rohan Mehra, Aditi Sharma, Anushka Sen, Kunj Anand",ALTT (ALTBalaji)
1338,The Big Day Season 1,Ashsih Sawhny,"2021, 3 Episodes",1.5,Not decided,Netflix
1340,"LSD - Love, Scandal and Doctors","Sattwik Mohanty, Preya Hirji, Saqib Pandor","2021, 15 Episodes",3,"Rahul Dev, Punit Pathak, Ishaan A Khanna, Siddharth Menon, Tanaya Sachdeva, Srishti Rindhani, Ayush Shriv, Neha Hinge, Ashmita Jaggi, Pulkit Makol, Manish Pant, Surabhi Tiwari, Riva Arora, Ravi Chhabra",ALTT (ALTBalaji)
1341,P-Valley Season 1,"Karena Evans, Kimberly Peirce, Millicent Shelton, Tamra Davis, Geeta V. Patel, Tasha Smith, Sydney Freeland, Barbara Brown","2021, 8 Episodes",2.9,"Brandee Evans, Nicco Annan, Shannon Thornton, Elarica Johnson, Skyler Joy, J. Alphonse Nicholson, Parker Sawyers, Harriett D. Foy, Dan J. Johnson, Tyler Lepley, Morocco Omari, Dominic DeVore, Jordan M. Cox, Psalms Salazar",Lionsgate Play
1342,The Snoopy Show Season 1,"Steve Evangelatos, Bezhad Manzoori-Dara, Ridd Sorensen","2021, 13 Episodes",0.6,"Terry McGurrin, Eric Bauza, Rob Tinkler, Will Friedle, Ethan Pugiotto, Tyler Nathan, Isabella Leo, Lilly Bartlam, Hattie Kragten, Wyatt White, Kingsley Marshall, Milo Toriel-McGibbon, Keegan Hedley, Holly Gorski, Isis Moore, Greg Cipes, Charlie Schlatter",Apple TV+
1344,College Romance Season 2,Apoorv Singh Karki,"2021, 5 Episodes",3.1,"Manjot Singh, Apoorva Arora, Keshav Sadhna, Gagan Arora, Shreya Mehta",SonyLIV
1345,The Legend of Hanuman Season 1,"Jeevan J. Kang, Navin John","2021, 13 Episodes",3.3,Not decided,Disney+ Hotstar
1347,Bang Baang,Baljit Singh Chaddha,"2021, 10 Episodes",2.4,"Ruhi Singh, Mr. Faisu, Amit Jairath, Gurpreet Bedi, Disha Kumari, Ratnakar Upadhayay",ALTT (ALTBalaji)
1350,Star Trek: Lower Decks Season 1,"Barry J. Kelly, Kim Arndt, Bob Suarez","2021, 10 Episodes",0.5,"Tawny Newsome, Jack Quaid, Noël Wells, Eugene Cordero, Dawnn Lewis, Jerry O'Connell, Fred Tatasciore, Gillian Vigman",Prime Video
1356,Gullak Season 2,"Amrit Raj Gupta, Palash Vaswani","2021, 5 Episodes",3.7,"Jameel Khan, Geetanjali Kulkarni, Vaibhav Raj Gupta, Harsh Mayar, Shivankit Singh Parihar, Sunita Rajwar, Deepak Kumar Mishra, Saad Bilgrami",SonyLIV
1357,Servant Season 2,"Julia Ducournau, Ishana Night Shyamalan, M. Night Shyamalan, Lisa Brühlmann, Isabella Eklöf, Nimród Antal","2021, 10 Episodes",4.5,"Lauren Ambrose, Toby Kebbell, Nell Tiger Free, Rupert Grint",Apple TV+
1358,Tandav Season 1,Ali Abbas Zafar,"2021, 9 Episodes",3.3,"Saif Ali Khan, Sunil Grover, Tigmanshu Dhulia, Dimple Kapadia, Mohammed Zeeshan Ayyub, Dino Morea, Anup Soni",Prime Video
1359,WandaVision,Matt Shakman,"2021, 9 Episodes",2.8,"Elizabeth Olsen, Paul Bettany, Debra Jo Rupp, Fred Melamed, Kathryn Hahn, Teyonah Parris, Randall Park, Kat Dennings, Evan Peters",Disney+ Hotstar
1364,Bridgerton Season 1,"Tom Verica, Sheree Folkson, Alrick Riley, Julie Anne Robinson","2020, 8 Episodes",2,"Adjoa Andoh, Lorraine Ashbourne, Jonathan Bailey, Ruby Barker, Sabrina Bartlett, Harriet Cains, Bessie Carter, Nicola Coughlan, Phoebe Dynevor, Ruth Gemmell, Florence Hunt, Claudia Jessie, Ben Miller, Luke Newton, Regé-Jean Page, Golda Rosheuvel, Luke Thompson, Will Tilston, Polly Walker, Julie Andrews",Netflix
1365,Criminal Justice Season 2,"Rohan Sippy, Arjun Mukerjee","2020, 8 Episodes",3.7,"Pankaj Tripathi, Jisshu Sengupta, Deepti Naval, Kirti Kulhari, Anupriya Goenka, Mita Vashisht, Ashish Vidyarthi, Ayaz Khan, Shilpa Shukla, Adrija Sinha, Khushboo Atre, Nilofar Gheshwat, Ajeet Singh Palawat, Kalyanee Mulay",Disney+ Hotstar
1366,Unpaused,"Tannishtha Chatterjee, Raj Nidimoru, Krishna D.K., Raj & DK, Nitya Mehra, Nikkhil Advani, Avinash Arun",2020,4.8,"Gulshan Devaiah, Sumeet Vyas, Saiyami Kher, Richa Chadda, Abhishek Banerjee, Ratna Pathak Shah, Ishwak Singh, Rinku Rajguru, Geetika Vidya Ohlyan, Lillete Dubey, Shardul Bharadwaj",Prime Video
